,Player,Team,Pos,PassYds,PassTDs,Ints,RushYds,RushTDs,FumLost,G,Rec,RecYds,RecTDs,Opp,Week,TeamRec/G,TeamPassYds/G,TeamPassTDs/G,TeamInts/G,TeamRushTDs/G,TeamRushYds/G,% of TeamPassYds,% of TeamPassTDs,% of TeamInts,% of TeamRushYds,% of TeamRushTDs,% of TeamRec,% of TeamRecYds,% of TeamRecTDs,RecAllowed/G,PassYdsAllowed/G,PassTDsAllowed/G,IntsCaused/G,RushTDsAllowed/G,RushYdsAllowed/G,DI PassYds,DI PassTDs,DI Ints,DI RushYds,DI RushTDs,DI Rec,DI RecYds,DI RecTDs,HPPR Average Performance,HPPR Defense Ceiling,HPPR Opportunity Differential,PPR Average Performance,PPR Defense Ceiling,PPR Opportunity Differential
248,Tyler Ervin,GB,RB,0,0,0,19,0,0,2,2,5,0,NO,3,25,302,3,0,1.5,208.5,0,0,0,0.091127098321343,0,0.08,0.016556291390729,0,25.5,260.5,2.5,1,1,101,0,0,0,9.20383693045564,0,2.04,4.31291390728477,0,3.4,2.37167508377404,-1.02832491622596,4.4,3.39167508377404,-1.00832491622596
249,Braxton Berrios,NYJ,WR,0,0,0,0,0,0,2,6,29.5,0.5,IND,3,21,197,1,0.5,0.5,78,0,0,0,0,0,0.285714285714286,0.149746192893401,0.5,15,143,1.5,1.5,0.5,85.5,0,0,0,0,0,4.28571428571429,21.4137055837563,0.75,8.95,8.78422770123278,-0.165772298767221,11.95,10.9270848440899,-1.02291515591008
250,Sony Michel,NE,RB,0,0,0,28,0.5,0,2,0,0,0,LV,3,22.5,276,0.5,0.5,2.5,142,0,0,0,0.197183098591549,0.2,0,0,0,24,290.5,1,0.5,2,120.5,0,0,0,23.7605633802817,0.4,0,0,0,5.8,4.77605633802817,-1.02394366197183,5.8,4.77605633802817,-1.02394366197183
251,Hunter Renfrow,LV,WR,0,0,0,0,0,0,2,5,29,0,NE,3,25,260.5,2,0,2,124.5,0,0,0,0,0,0.2,0.111324376199616,0,20.5,239.5,2.5,2,0.5,120.5,0,0,0,0,0,4.1,26.6621880998081,0,5.4,4.71621880998081,-0.683781190019194,7.9,6.76621880998081,-1.13378119001919
252,Laviska Shenault Jr.,JAC,WR,0,0,0,23.5,0,0,2,6,36,0.5,MIA,3,24.5,256,3,1,0.5,128,0,0,0,0.18359375,0,0.244897959183673,0.140625,0.166666666666667,19.5,286,2,0,1.5,164,0,0,0,30.109375,0,4.77551020408163,40.21875,0.333333333333333,11.95,11.4205676020408,-0.529432397959184,14.95,13.8083227040816,-1.14167729591837
253,Cam Akers,LAR,RB,0,0,0,26,0,0,2,1,2,0,BUF,3,20,271,1.5,0.5,2,172,0,0,0,0.151162790697674,0,0.05,0.007380073800738,0,26,271.5,1.5,0.5,1,75.5,0,0,0,11.4127906976744,0,1.3,2.00369003690037,0,3.3,1.99164807345748,-1.30835192654252,3.8,2.64164807345748,-1.15835192654252
254,Kenyan Drake,ARI,RB,0,0,0,73,0.5,0,2,4,7,0,DET,3,26,258,1,1,2,170,0,0,0,0.429411764705882,0.25,0.153846153846154,0.027131782945737,0,19,241,2.5,0,1,204,0,0,0,87.6,0.25,2.92307692307692,6.53875968992248,0,13,12.3754144305307,-0.624585569469291,15,13.8369528920692,-1.16304710793083
255,Tyrod Taylor,LAC,QB,208,0,0,7,0,0,1,0,0,0,CAR,3,19,259.5,0.5,0.5,1,169,0.801541425818882,0,0,0.041420118343195,0,0,0,0,22.5,228,1,0.5,3,127.5,182.751445086705,0,0,5.2810650887574,0,0,0,0,9.02,7.83816431234395,-1.18183568765605,9.02,7.83816431234395,-1.18183568765605
256,Dan Arnold,ARI,TE,0,0,0,0,0,0,2,4,23.5,0,DET,3,26,258,1,1,2,170,0,0,0,0,0,0.153846153846154,0.09108527131783,0,19,241,2.5,0,1,204,0,0,0,0,0,2.92307692307692,21.9515503875969,0,4.35,3.65669350029815,-0.693306499701848,6.35,5.11823196183661,-1.23176803816339
257,Nick Mullens,SF,QB,71,0,1,-2,0,0,1,0,0,0,NYG,3,20.5,230.5,2,0.5,1,152.5,0.308026030368764,0,2,-0.013114754098361,0,0,0,0,19.5,209.5,2.5,1,0,138,64.531453362256,0,2,-1.80983606557377,0,0,0,0,1.64,0.400274527932862,-1.23972547206714,1.64,0.400274527932862,-1.23972547206714
258,Josh Malone,NYJ,WR,0,0,0,6,0,0,2,4,8,0,IND,3,21,197,1,0.5,0.5,78,0,0,0,0.076923076923077,0,0.190476190476191,0.040609137055838,0,15,143,1.5,1.5,0.5,85.5,0,0,0,6.57692307692308,0,2.85714285714286,5.80710659898477,0,3.4,2.66697439616221,-0.733025603837787,5.4,4.09554582473364,-1.30445417526636
259,Le'Veon Bell,NYJ,RB,0,0,0,14,0,0,1,2,32,0,IND,3,21,197,1,0.5,0.5,78,0,0,0,0.179487179487179,0,0.095238095238095,0.16243654822335,0,15,143,1.5,1.5,0.5,85.5,0,0,0,15.3461538461538,0,1.42857142857143,23.2284263959391,0,5.6,4.57174373849501,-1.02825626150499,6.6,5.28602945278072,-1.31397054721928
260,Eric Ebron,PIT,TE,0,0,0,0,0,0,2,4,30.5,0,HOU,3,25,270,2.5,0.5,0.5,125,0,0,0,0,0,0.16,0.112962962962963,0,21,207.5,2,0,1,198,0,0,0,0,0,3.36,23.4398148148148,0,5.05,4.02398148148148,-1.02601851851852,7.05,5.70398148148148,-1.34601851851852
261,Quintez Cephus,DET,WR,0,0,0,0,0,0,2,6,48.5,0,ARI,3,22,270.5,1.5,1,1,113.5,0,0,0,0,0,0.272727272727273,0.179297597042514,0,19,241,1.5,0,0.5,120,0,0,0,0,0,5.18181818181818,43.2107208872458,0,7.85,6.91198117963368,-0.938018820366326,10.85,9.50289027054277,-1.34710972945724
262,Kerryon Johnson,DET,RB,0,0,0,23,0.5,0,2,0,0,0,ARI,3,22,270.5,1.5,1,1,113.5,0,0,0,0.202643171806167,0.5,0,0,0,19,241,1.5,0,0.5,120,0,0,0,24.3171806167401,0.25,0,0,0,5.3,3.93171806167401,-1.36828193832599,5.3,3.93171806167401,-1.36828193832599
263,Tee Higgins,CIN,WR,0,0,0,0,0,0,2,3,17.5,0,PHI,3,30,254.5,1.5,0.5,0.5,95,0,0,0,0,0,0.1,0.068762278978389,0,18.5,222.5,2,0,2,135.5,0,0,0,0,0,1.85,15.2996070726916,0,3.25,2.45496070726916,-0.795039292730845,4.75,3.37996070726916,-1.37003929273084
264,Golden Tate,NYG,WR,0,0,0,0,0,0,1,5,47,0,SF,3,25.5,260,1,1.5,0.5,52,0,0,0,0,0,0.196078431372549,0.180769230769231,0,23.5,204.5,1,0.5,1,142,0,0,0,0,0,4.6078431372549,36.9673076923077,0,7.2,6.00065233785822,-1.19934766214178,9.7,8.30457390648567,-1.39542609351433
265,Evan Engram,NYG,TE,0,0,0,0,0,0,2,8,37,0,SF,3,25.5,260,1,1.5,0.5,52,0,0,0,0,0,0.313725490196078,0.142307692307692,0,23.5,204.5,1,0.5,1,142,0,0,0,0,0,7.37254901960784,29.1019230769231,0,7.7,6.59646681749623,-1.10353318250377,11.7,10.2827413273002,-1.41725867269985
266,Ezekiel Elliott,DAL,RB,0,0,0,92.5,1,1,2,9,32,0.5,SEA,3,29.5,358,1,0,2.5,130.5,0,0,0,0.708812260536398,0.4,0.305084745762712,0.089385474860335,0.5,33.5,423.5,1.5,1,1.5,69.5,0,0,0,49.2624521072797,0.6,10.2203389830508,37.854748603352,0.75,23.95,21.9218895625886,-2.02811043741141,28.45,27.032059054114,-1.41794094588598
267,Marquez Valdes-Scantling,GB,WR,0,0,0,0,0,0,2,7,80,0.5,NO,3,25,302,3,0,1.5,208.5,0,0,0,0,0,0.28,0.264900662251656,0.166666666666667,25.5,260.5,2.5,1,1,101,0,0,0,0,0,7.14,69.0066225165563,0.416666666666667,14.5,12.9706622516556,-1.52933774834437,18,16.5406622516556,-1.45933774834437
268,Isaiah McKenzie,BUF,WR,0,0,0,0,0,0,2,5,32,0,LAR,3,28.5,364.5,3,0,0.5,104.5,0,0,0,0,0,0.175438596491228,0.087791495198903,0,25.5,254,0.5,1,1.5,128.5,0,0,0,0,0,4.47368421052632,22.2990397805213,0,5.7,4.46674608331528,-1.23325391668472,8.2,6.70358818857844,-1.49641181142156
269,Kareem Hunt,CLE,RB,0,0,0,79,0.5,0,2,6,12,0.5,WAS,3,18.5,204,1.5,1,1.5,176.5,0,0,0,0.447592067988669,0.333333333333333,0.324324324324324,0.058823529411765,0.333333333333333,25,278,1.5,1.5,1,108.5,0,0,0,48.5637393767705,0.333333333333333,8.10810810810811,16.3529411764706,0.5,18.1,15.5457221093782,-2.55427789062183,21.1,19.5997761634322,-1.50022383656777
270,Danny Amendola,DET,WR,0,0,0,0,0,0,2,7,51,0,ARI,3,22,270.5,1.5,1,1,113.5,0,0,0,0,0,0.318181818181818,0.188539741219963,0,19,241,1.5,0,0.5,120,0,0,0,0,0,6.04545454545455,45.4380776340111,0,8.6,7.56653503612838,-1.03346496387162,12.1,10.5892623088557,-1.51073769114435
271,Marvin Jones Jr.,DET,WR,0,0,0,0,0,0,2,8,39,0.5,ARI,3,22,270.5,1.5,1,1,113.5,0,0,0,0,0,0.363636363636364,0.144177449168207,0.333333333333333,19,241,1.5,0,0.5,120,0,0,0,0,0,6.90909090909091,34.7467652495379,0.5,10.9,9.92922197949924,-0.970778020500756,14.9,13.3837674340447,-1.5162325659553
272,Mike Davis,CAR,RB,0,0,0,0.5,0,0,2,8,37,0,LAC,3,27.5,318,0.5,1,2,108,0,0,0,0.00462962962963,0,0.290909090909091,0.116352201257862,0,25,247.5,1,0.5,0.5,123.5,0,0,0,0.571759259259259,0,7.27272727272727,28.7971698113208,0,7.75,6.57325654342164,-1.17674345657836,11.75,10.2096201797853,-1.54037982021473
273,Tyler Eifert,JAC,TE,0,0,0,0,0,0,2,4,22,0.5,MIA,3,24.5,256,3,1,0.5,128,0,0,0,0,0,0.163265306122449,0.0859375,0.166666666666667,19.5,286,2,0,1.5,164,0,0,0,0,0,3.18367346938775,24.578125,0.333333333333333,7.2,6.04964923469388,-1.15035076530612,9.2,7.64148596938776,-1.55851403061224
274,Allen Lazard,GB,WR,0,0,0,9.5,0,0,2,7,54,0.5,NO,3,25,302,3,0,1.5,208.5,0,0,0,0.045563549160672,0,0.28,0.178807947019868,0.166666666666667,25.5,260.5,2.5,1,1,101,0,0,0,4.60191846522782,0,7.14,46.5794701986755,0.416666666666667,12.85,11.1881388663903,-1.66186113360967,16.35,14.7581388663903,-1.59186113360967
275,Mike Thomas,CIN,WR,0,0,0,0,0,0,2,6,24,0.5,PHI,3,30,254.5,1.5,0.5,0.5,95,0,0,0,0,0,0.2,0.094302554027505,0.333333333333333,18.5,222.5,2,0,2,135.5,0,0,0,0,0,3.7,20.9823182711198,0.666666666666667,8.4,7.94823182711198,-0.451768172888016,11.4,9.79823182711198,-1.60176817288802
276,Austin Ekeler,LAC,RB,0,0,0,88.5,0,0,2,5,29,0,CAR,3,19,259.5,0.5,0.5,1,169,0,0,0,0.523668639053254,0,0.263157894736842,0.111753371868979,0,22.5,228,1,0.5,3,127.5,0,0,0,66.7677514792899,0,5.92105263157895,25.4797687861272,0,14.25,12.1852783423312,-2.06472165766881,16.75,15.1458046581207,-1.60419534187934
277,Chris Thompson,JAC,RB,0,0,0,3.5,0,0,2,5,13,0.5,MIA,3,24.5,256,3,1,0.5,128,0,0,0,0.02734375,0,0.204081632653061,0.05078125,0.166666666666667,19.5,286,2,0,1.5,164,0,0,0,4.484375,0,3.97959183673469,14.5234375,0.333333333333333,7.15,5.89057716836735,-1.25942283163265,9.65,7.88037308673469,-1.76962691326531
278,D.J. Chark Jr.,JAC,WR,0,0,0,0,0,0,2,7,54.5,0.5,MIA,3,24.5,256,3,1,0.5,128,0,0,0,0,0,0.285714285714286,0.212890625,0.166666666666667,19.5,286,2,0,1.5,164,0,0,0,0,0,5.57142857142857,60.88671875,0.333333333333333,11.95,10.8743861607143,-1.07561383928571,15.45,13.6601004464286,-1.78989955357143
279,Breshad Perriman,NYJ,WR,0,0,0,0,0,0,2,5,14.5,0,IND,3,21,197,1,0.5,0.5,78,0,0,0,0,0,0.238095238095238,0.073604060913706,0,15,143,1.5,1.5,0.5,85.5,0,0,0,0,0,3.57142857142857,10.5253807106599,0,3.95,2.83825235678028,-1.11174764321972,6.45,4.62396664249456,-1.82603335750544
280,Mark Andrews,BAL,TE,0,0,0,0,0,0,2,6,43.5,1,KC,3,19.5,244,2,0,1.5,170.5,0,0,0,0,0,0.307692307692308,0.17827868852459,0.5,21,282,1,1,1.5,150.5,0,0,0,0,0,6.46153846153846,50.2745901639344,0.5,13.35,11.2582282471627,-2.09177175283733,16.35,14.4889974779319,-1.8610025220681
281,T.J. Hockenson,DET,TE,0,0,0,0,0,0,2,9,59,0.5,ARI,3,22,270.5,1.5,1,1,113.5,0,0,0,0,0,0.409090909090909,0.2181146025878,0.333333333333333,19,241,1.5,0,0.5,120,0,0,0,0,0,7.77272727272727,52.5656192236599,0.5,13.4,12.1429255587296,-1.25707444127037,17.9,16.0292891950933,-1.87071080490674
282,Davante Adams,GB,WR,0,0,0,0,0,0,2,17,96,1,NO,3,25,302,3,0,1.5,208.5,0,0,0,0,0,0.68,0.317880794701987,0.333333333333333,25.5,260.5,2.5,1,1,101,0,0,0,0,0,17.34,82.8079470198676,0.833333333333333,24.1,21.9507947019868,-2.14920529801325,32.6,30.6207947019868,-1.97920529801325
283,James Washington,PIT,WR,0,0,0,0,0,0,2,5,28,0.5,HOU,3,25,270,2.5,0.5,0.5,125,0,0,0,0,0,0.2,0.103703703703704,0.2,21,207.5,2,0,1,198,0,0,0,0,0,4.2,21.5185185185185,0.4,8.3,6.65185185185185,-1.64814814814815,10.8,8.75185185185185,-2.04814814814815
284,Leonard Fournette,TB,RB,0,0,0,54,1,0,2,5,13.5,0,DEN,3,23,228,1.5,1.5,2,104,0,0,0,0.519230769230769,0.5,0.217391304347826,0.05921052631579,0,29,280,2,0.5,0.5,119.5,0,0,0,62.0480769230769,0.25,6.30434782608696,16.5789473684211,0,15.25,12.5148763421933,-2.73512365780672,17.75,15.6670502552368,-2.08294974476324
285,Sam Darnold,NYJ,QB,197,1,1,6.5,0,0,2,0,0,0,IND,3,21,197,1,0.5,0.5,78,1,1,2,0.083333333333333,0,0,0,0,15,143,1.5,1.5,0.5,85.5,143,1.5,3,7.125,0,0,0,0,11.53,9.4325,-2.0975,11.53,9.4325,-2.0975
286,Peyton Barber,WAS,RB,0,0,0,15,1,0,2,0,0,0,CLE,3,18,200.5,1,0,1.5,98.5,0,0,0,0.152284263959391,0.666666666666667,0,0,0,29,300,3,0,1,89.5,0,0,0,13.6294416243655,0.666666666666667,0,0,0,7.5,5.36294416243655,-2.13705583756345,7.5,5.36294416243655,-2.13705583756345
287,DeAndre Hopkins,ARI,WR,0,0,0,0,0,0,2,22,109.5,0.5,DET,3,26,258,1,1,2,170,0,0,0,0,0,0.846153846153846,0.424418604651163,0.5,19,241,2.5,0,1,204,0,0,0,0,0,16.0769230769231,102.28488372093,1.25,24.95,25.7669499105546,0.816949910554559,35.95,33.8054114490161,-2.1445885509839
288,Darius Slayton,NYG,WR,0,0,0,0,0,0,2,9,67.5,1,SF,3,25.5,260,1,1.5,0.5,52,0,0,0,0,0,0.352941176470588,0.259615384615385,1,23.5,204.5,1,0.5,1,142,0,0,0,0,0,8.29411764705882,53.0913461538462,1,17.25,15.456193438914,-1.79380656108597,21.75,19.6032522624434,-2.14674773755656
289,Jamison Crowder,NYJ,WR,0,0,0,0,0,0,1,7,115,1,IND,3,21,197,1,0.5,0.5,78,0,0,0,0,0,0.333333333333333,0.583756345177665,1,15,143,1.5,1.5,0.5,85.5,0,0,0,0,0,5,83.4771573604061,1.5,21,19.8477157360406,-1.15228426395939,24.5,22.3477157360406,-2.15228426395939
290,Freddie Swain,SEA,WR,0,0,0,0,0,0,2,2,19,0.5,DAL,3,26,305,4.5,0.5,0.5,119,0,0,0,0,0,0.076923076923077,0.062295081967213,0.111111111111111,22,274,2,0.5,1,133,0,0,0,0,0,1.69230769230769,17.0688524590164,0.222222222222222,5.9,3.88637242538882,-2.01362757461118,6.9,4.73252627154267,-2.16747372845734
291,Jamaal Williams,GB,RB,0,0,0,42,0,0,2,4,10.5,0,NO,3,25,302,3,0,1.5,208.5,0,0,0,0.201438848920863,0,0.16,0.03476821192053,0,25.5,260.5,2.5,1,1,101,0,0,0,20.3453237410072,0,4.08,9.05711920529801,0,7.25,4.98024429463052,-2.26975570536948,9.25,7.02024429463052,-2.22975570536948
292,Jeff Driskel,DEN,QB,256,2,1,5,0,0,1,0,0,0,TB,3,20.5,246,1.5,0.5,0.5,105.5,1.04065040650407,1.33333333333333,2,0.04739336492891,0,0,0,0,26,282.5,1,1,1.5,84.5,293.983739837398,1.33333333333333,2,4.00473933649289,0,0,0,0,17.74,15.4931568604786,-2.24684313952144,17.74,15.4931568604786,-2.24684313952144
293,Greg Olsen,SEA,TE,0,0,0,0,0,0,2,4,12,0.5,DAL,3,26,305,4.5,0.5,0.5,119,0,0,0,0,0,0.153846153846154,0.039344262295082,0.111111111111111,22,274,2,0.5,1,133,0,0,0,0,0,3.38461538461538,10.7803278688525,0.222222222222222,6.2,4.10367381252627,-2.09632618747373,8.2,5.79598150483396,-2.40401849516603
294,Greg Ward,PHI,WR,0,0,0,0,0,0,2,6,18,0,CIN,3,25,256,1,2,1,89,0,0,0,0,0,0.24,0.0703125,0,16,213.5,1,0.5,2,185,0,0,0,0,0,3.84,15.01171875,0,4.8,3.421171875,-1.378828125,7.8,5.341171875,-2.458828125
295,Zack Moss,BUF,RB,0,0,0,24,0,0,2,3,8,0.5,LAR,3,28.5,364.5,3,0,0.5,104.5,0,0,0,0.229665071770335,0,0.105263157894737,0.021947873799726,0.166666666666667,25.5,254,0.5,1,1.5,128.5,0,0,0,29.511961722488,0,2.68421052631579,5.57475994513032,0.083333333333333,7.7,5.35077742991973,-2.34922257008027,9.2,6.69288269307762,-2.50711730692237
296,Jalen Richard,LV,RB,0,0,0,13,0.5,0,2,1,7.5,0,NE,3,25,260.5,2,0,2,124.5,0,0,0,0.104417670682731,0.25,0.04,0.028790786948177,0,20.5,239.5,2.5,2,0.5,120.5,0,0,0,12.5823293172691,0.125,0.82,6.89539347408829,0,5.55,3.10777227913574,-2.44222772086426,6.05,3.51777227913574,-2.53222772086426
297,Diontae Johnson,PIT,WR,0,0,0,0,0,1,2,14,74.5,0.5,HOU,3,25,270,2.5,0.5,0.5,125,0,0,0,0,0,0.56,0.275925925925926,0.2,21,207.5,2,0,1,198,0,0,0,0,0,11.76,57.2546296296296,0.4,15.45,14.005462962963,-1.44453703703704,22.45,19.885462962963,-2.56453703703704
298,Nick Chubb,CLE,RB,0,0,0,92,1,1,2,2,7.5,0,WAS,3,18.5,204,1.5,1,1.5,176.5,0,0,0,0.521246458923513,0.666666666666667,0.108108108108108,0.036764705882353,0,25,278,1.5,1.5,1,108.5,0,0,0,56.5552407932011,0.666666666666667,2.7027027027027,10.2205882352941,0,14.95,12.0289342542009,-2.92106574579913,15.95,13.3802856055522,-2.56971439444778
299,Jalen Reagor,PHI,WR,0,0,0,0,0,0,2,5,48,0,CIN,3,25,256,1,2,1,89,0,0,0,0,0,0.2,0.1875,0,16,213.5,1,0.5,2,185,0,0,0,0,0,3.2,40.03125,0,7.3,5.603125,-1.696875,9.8,7.203125,-2.596875
300,C.J. Uzomah,CIN,TE,0,0,0,0,0,0,2,8,43.5,0.5,PHI,3,30,254.5,1.5,0.5,0.5,95,0,0,0,0,0,0.266666666666667,0.170923379174853,0.333333333333333,18.5,222.5,2,0,2,135.5,0,0,0,0,0,4.93333333333333,38.0304518664047,0.666666666666667,11.35,10.2697118533071,-1.08028814669286,15.35,12.7363785199738,-2.6136214800262
301,Reggie Gilliam,BUF,RB,0,0,0,0,0,0,2,1,0.5,0.5,LAR,3,28.5,364.5,3,0,0.5,104.5,0,0,0,0,0,0.035087719298246,0.001371742112483,0.166666666666667,25.5,254,0.5,1,1.5,128.5,0,0,0,0,0,0.894736842105263,0.348422496570645,0.083333333333333,3.55,0.982210670709696,-2.5677893292903,4.05,1.42957909176233,-2.62042090823767
302,Chase Claypool,PIT,WR,0,0,0,4,0,0,2,5,63.5,0.5,HOU,3,25,270,2.5,0.5,0.5,125,0,0,0,0.032,0,0.2,0.235185185185185,0.2,21,207.5,2,0,1,198,0,0,0,6.336,0,4.2,48.8009259259259,0.4,12.25,10.0136925925926,-2.23630740740741,14.75,12.1136925925926,-2.63630740740741
303,Cole Beasley,BUF,WR,0,0,0,0,0,0,2,9,64,0,LAR,3,28.5,364.5,3,0,0.5,104.5,0,0,0,0,0,0.31578947368421,0.175582990397805,0,25.5,254,0.5,1,1.5,128.5,0,0,0,0,0,8.05263157894737,44.5980795610425,0,10.9,8.48612374557794,-2.41387625442206,15.4,12.5124395350516,-2.88756046494838
304,David Moore,SEA,WR,0,0,0,6,0,0,2,6,38,0.5,DAL,3,26,305,4.5,0.5,0.5,119,0,0,0,0.050420168067227,0,0.230769230769231,0.124590163934426,0.111111111111111,22,274,2,0.5,1,133,0,0,0,6.70588235294118,0,5.07692307692308,34.1377049180328,0.222222222222222,10.4,7.95615359889227,-2.44384640110773,13.4,10.4946151373538,-2.90538486264619
305,Jordan Howard,MIA,RB,0,0,0,5.5,1,0,2,0,0,0,JAC,3,25.5,259.5,1,1.5,1,93,0,0,0,0.059139784946237,1,0,0,0,27,301,2.5,1,0.5,105.5,0,0,0,6.23924731182796,0.5,0,0,0,6.55,3.6239247311828,-2.9260752688172,6.55,3.6239247311828,-2.9260752688172
306,D'Andre Swift,DET,RB,0,0,0,10,0.5,0,2,8,37.5,0,ARI,3,22,270.5,1.5,1,1,113.5,0,0,0,0.088105726872247,0.5,0.363636363636364,0.138632162661738,0,19,241,1.5,0,0.5,120,0,0,0,10.5726872246696,0.25,6.90909090909091,33.4103512014787,0,11.75,9.35284929716029,-2.39715070283971,15.75,12.8073947517057,-2.94260524829425
307,Jerick McKinnon,SF,RB,0,0,0,50.5,0.5,0,2,3,10,0.5,NYG,3,20.5,230.5,2,0.5,1,152.5,0,0,0,0.331147540983607,0.5,0.146341463414634,0.043383947939263,0.25,19.5,209.5,2.5,1,0,138,0,0,0,45.6983606557377,0,2.85365853658537,9.08893709327549,0.625,13.55,10.655559043194,-2.894440956806,15.05,12.0823883114867,-2.96761168851332
308,DJ Moore,CAR,WR,0,0,0,0,0,0,2,12,87,0,LAC,3,27.5,318,0.5,1,2,108,0,0,0,0,0,0.436363636363636,0.273584905660377,0,25,247.5,1,0.5,0.5,123.5,0,0,0,0,0,10.9090909090909,67.7122641509434,0,14.7,12.2257718696398,-2.47422813036021,20.7,17.6803173241852,-3.01968267581476
309,Chris Hogan,NYJ,WR,0,0,0,0,0,0,2,7,37.5,0,IND,3,21,197,1,0.5,0.5,78,0,0,0,0,0,0.333333333333333,0.190355329949239,0,15,143,1.5,1.5,0.5,85.5,0,0,0,0,0,5,27.2208121827411,0,7.25,5.22208121827411,-2.02791878172589,10.75,7.72208121827411,-3.02791878172589
310,Sammy Watkins,KC,WR,0,0,0,1.5,0,0,2,8,46.5,0.5,BAL,3,25.5,256.5,2.5,0,0.5,145.5,0,0,0,0.010309278350516,0,0.313725490196078,0.181286549707602,0.2,23,232,1,1,0,94.5,0,0,0,0.974226804123711,0,7.2156862745098,42.0584795321637,0.2,11.8,9.11111377088365,-2.68888622911635,15.8,12.7189569081385,-3.08104309186145
311,Darren Waller,LV,TE,0,0,0,0,0,0,2,18,74,0.5,NE,3,25,260.5,2,0,2,124.5,0,0,0,0,0,0.72,0.284069097888676,0.25,20.5,239.5,2.5,2,0.5,120.5,0,0,0,0,0,14.76,68.0345489443378,0.625,19.4,17.9334548944338,-1.46654510556622,28.4,25.3134548944338,-3.08654510556622
312,Lamar Jackson,BAL,QB,239.5,2,0,49.5,0,0,2,0,0,0,KC,3,19.5,244,2,0,1.5,170.5,0.98155737704918,1,0,0.290322580645161,0,0,0,0,21,282,1,1,1.5,150.5,276.799180327869,1,0,43.6935483870968,0,0,0,0,22.53,19.4413220518244,-3.08867794817557,22.53,19.4413220518244,-3.08867794817557
313,Gabriel Davis,BUF,WR,0,0,0,0,0,0,2,3,11,0.5,LAR,3,28.5,364.5,3,0,0.5,104.5,0,0,0,0,0,0.105263157894737,0.030178326474623,0.166666666666667,25.5,254,0.5,1,1.5,128.5,0,0,0,0,0,2.68421052631579,7.66529492455418,0.083333333333333,5.6,2.60863475561331,-2.99136524438669,7.1,3.95074001877121,-3.14925998122879
314,Larry Fitzgerald,ARI,WR,0,0,0,0,0,0,2,11,42,0,DET,3,26,258,1,1,2,170,0,0,0,0,0,0.423076923076923,0.162790697674419,0,19,241,2.5,0,1,204,0,0,0,0,0,8.03846153846154,39.2325581395349,0,9.7,7.94248658318426,-1.75751341681574,15.2,11.961717352415,-3.23828264758497
315,Ben Roethlisberger,PIT,QB,270,2.5,1,3.5,0,0,2,0,0,0,HOU,3,25,270,2.5,0.5,0.5,125,1,1,2,0.028,0,0,0,0,21,207.5,2,0,1,198,207.5,2,0,5.544,0,0,0,0,20.15,16.8544,-3.2956,20.15,16.8544,-3.2956
316,Darrell Henderson,LAR,RB,0,0,0,43.5,0.5,0,2,2,20,0,BUF,3,20,271,1.5,0.5,2,172,0,0,0,0.252906976744186,0.25,0.1,0.07380073800738,0,26,271.5,1.5,0.5,1,75.5,0,0,0,19.094476744186,0.25,2.6,20.0369003690037,0,10.35,6.71313771131897,-3.63686228868103,11.35,8.01313771131897,-3.33686228868103
317,Zach Ertz,PHI,TE,0,0,0,0,0,0,2,8,30,0.5,CIN,3,25,256,1,2,1,89,0,0,0,0,0,0.32,0.1171875,0.5,16,213.5,1,0.5,2,185,0,0,0,0,0,5.12,25.01953125,0.5,10,8.061953125,-1.938046875,14,10.621953125,-3.378046875
318,Drew Sample,CIN,TE,0,0,0,0,0,0,2,8,26,0,PHI,3,30,254.5,1.5,0.5,0.5,95,0,0,0,0,0,0.266666666666667,0.102161100196464,0,18.5,222.5,2,0,2,135.5,0,0,0,0,0,4.93333333333333,22.7308447937132,0,6.6,4.73975114603798,-1.86024885396202,10.6,7.20641781270465,-3.39358218729535
319,Giovani Bernard,CIN,RB,0,0,0,5,0,0,2,9,21.5,0,PHI,3,30,254.5,1.5,0.5,0.5,95,0,0,0,0.052631578947369,0,0.3,0.084479371316307,0,18.5,222.5,2,0,2,135.5,0,0,0,7.13157894736842,0,5.55,18.7966601178782,0,7.15,5.36782390652466,-1.78217609347534,11.65,8.14282390652466,-3.50717609347534
320,Josh Allen,BUF,QB,364.5,3,0,37.5,0.5,2,2,0,0,0,LAR,3,28.5,364.5,3,0,0.5,104.5,1,1,0,0.358851674641148,1,0,0,0,25.5,254,0.5,1,1.5,128.5,254,0.5,0,46.1124401913876,1.5,0,0,0,29.33,25.7712440191388,-3.55875598086124,29.33,25.7712440191388,-3.55875598086124
321,A.J. Green,CIN,WR,0,0,0,0,0,0,2,8,40,0,PHI,3,30,254.5,1.5,0.5,0.5,95,0,0,0,0,0,0.266666666666667,0.157170923379175,0,18.5,222.5,2,0,2,135.5,0,0,0,0,0,4.93333333333333,34.9705304518664,0,8,5.96371971185331,-2.03628028814669,12,8.43038637851997,-3.56961362148003
322,Keelan Cole,JAC,WR,0,0,0,0,0,0,2,11,52.5,1,MIA,3,24.5,256,3,1,0.5,128,0,0,0,0,0,0.448979591836735,0.205078125,0.333333333333333,19.5,286,2,0,1.5,164,0,0,0,0,0,8.75510204081633,58.65234375,0.666666666666667,16.75,14.2427853954082,-2.50721460459184,22.25,18.6203364158163,-3.62966358418367
